Sicilian Defense 1. e4 c5 2. Nf3 d6 3. d4 cxd4
Sicilian Defense: Amazon Attack 1. e4 c5 2. Qg4
Sicilian Defense: Big Clamp Formation 1. e4 c5 2. d3 Nc6 3. c3 d6 4. f4
Sicilian Defense: Bowdler Attack 1. e4 c5 2. Bc4
Sicilian Defense: Brick Variation 1. e4 c5 2. Nh3
Sicilian Defense: Euwe Attack, Prins Gambit 1. e4 c5 2. b3 d5 3. Bb2
Sicilian Defense: Gloria Variation 1. e4 c5 2. c4 d6 3. Nc3 Nc6 4. g3 h5
Sicilian Defense: Grob Variation 1. e4 c5 2. g4
Sicilian Defense: Keres Variation 1. e4 c5 2. Ne2
Sicilian Defense: King David's Opening 1. e4 c5 2. Ke2
Sicilian Defense: Kronberger Variation 1. e4 c5 2. Na3
Sicilian Defense: Kronberger Variation, Nemeth Gambit 1. e4 c5 2. Na3 Nc6 3. d4 cxd4 4. Bc4
Sicilian Defense: Lasker-Dunne Attack 1. e4 c5 2. g3
Sicilian Defense: Mengarini Variation 1. e4 c5 2. a3
Sicilian Defense: Myers Attack, with a4 1. e4 c5 2. a4
Sicilian Defense: Myers Attack, with h4 1. e4 c5 2. h4
Sicilian Defense: Snyder Variation 1. e4 c5 2. b3
Sicilian Defense: Snyder Variation, Queen Fianchetto Variation 1. e4 c5 2. b3 b6
Sicilian Defense: Staunton-Cochrane Variation 1. e4 c5 2. c4
Sicilian Defense: Wing Gambit 1. e4 c5 2. b4
Sicilian Defense: Wing Gambit, Abrahams Variation 1. e4 c5 2. b4 cxb4 3. Bb2
Sicilian Defense: Wing Gambit, Carlsbad Variation 1. e4 c5 2. b4 cxb4 3. a3 bxa3
Sicilian Defense: Wing Gambit, Marienbad Variation 1. e4 c5 2. b4 cxb4 3. a3 d5 4. exd5 Qxd5 5. Bb2
Sicilian Defense: Wing Gambit, Marshall Variation 1. e4 c5 2. b4 cxb4 3. a3
Sicilian Defense: Wing Gambit, Nanu Gambit 1. e4 c5 2. b4 cxb4 3. a3 d5 4. exd5 Qxd5 5. Nf3 e5 6. c4 Qe6 7. Bd3
Sicilian Defense: Wing Gambit, Romanian Defense 1. e4 c5 2. b4 cxb4 3. a3 d5 4. exd5 Qxd5 5. Nf3 e5 6. Bb2 Nc6 7. c4 Qe6
Sicilian Defense: Wing Gambit, Santasiere Variation 1. e4 c5 2. b4 cxb4 3. c4
Sicilian Defense: Coles Sicilian Gambit 1. e4 c5 2. d4 cxd4 3. Qxd4 Nc6 4. Qd1 Nf6 5. Bc4
Sicilian Defense: Halasz Gambit 1. e4 c5 2. d4 cxd4 3. f4
Sicilian Defense: McDonnell Attack 1. e4 c5 2. f4
Sicilian Defense: McDonnell Attack, Tal Gambit 1. e4 c5 2. f4 d5 3. exd5 Nf6
Sicilian Defense: Morphy Gambit 1. e4 c5 2. d4 cxd4 3. Nf3
Sicilian Defense: Morphy Gambit, Andreaschek Gambit 1. e4 c5 2. d4 cxd4 3. Nf3 e5 4. c3
Sicilian Defense: Smith-Morra Gambit 1. e4 c5 2. d4 cxd4 3. c3
Sicilian Defense: Smith-Morra Gambit Accepted, Chicago Defense 1. e4 c5 2. d4 cxd4 3. c3 dxc3 4. Nxc3 d6 5. Nf3 e6 6. Bc4 Nf6 7. O-O a6
Sicilian Defense: Smith-Morra Gambit Accepted, Classical Formation 1. e4 c5 2. d4 cxd4 3. c3 dxc3 4. Nxc3 Nc6 5. Nf3 d6 6. Bc4 a6 7. O-O Nf6
Sicilian Defense: Smith-Morra Gambit Accepted, Fianchetto Defense 1. e4 c5 2. d4 cxd4 3. c3 dxc3 4. Nxc3 Nc6 5. Nf3 g6
Sicilian Defense: Smith-Morra Gambit Accepted, Finegold Defense 1. e4 c5 2. d4 cxd4 3. c3 dxc3 4. Nxc3 e6 5. Nf3 d6 6. Bc4 a6 7. O-O Be7 8. Qe2 Nf6
Sicilian Defense: Smith-Morra Gambit Accepted, Kan Formation 1. e4 c5 2. d4 cxd4 3. c3 dxc3 4. Nxc3 e6 5. Nf3 a6
